,accession,y_hmm,y_dp
2559,WP_136394591.1 alpha-amylase [Gemmobacter aestuarii],1,1
2560,WP_189579644.1 alpha-amylase [Mongoliitalea lutea],1,1
2561,WP_040727375.1 alpha-glucosidase C-terminal domain-containing protein [Thiomicrorhabdus sp. Kp2],1,1
2562,MBI1351042.1 alpha-amylase [Actinomycetales bacterium],1,1
2563,"NCN88971.1 alpha-amylase, partial [Gallionella sp.]",1,1
2564,MBK7272443.1 alpha-amylase family protein [Actinomycetales bacterium],1,1
2565,WP_114128627.1 alpha-amylase family protein [Aurantimicrobium sp. MWH-Uga1],1,1
2566,MBL0003674.1 alpha-amylase family protein [Actinomycetales bacterium],1,1
2567,WP_058862830.1 DUF3459 domain-containing protein [Ponticoccus marisrubri],1,1
2568,MBD0287292.1 alpha-amylase [Flavisolibacter sp.],1,1
2569,WP_133395739.1 alpha-amylase family protein [Primorskyibacter sp. SS33],1,1
2570,WP_068485438.1 cyclomaltodextrinase C-terminal domain-containing protein [Maribacter sp. T28],1,1
2571,OZA29504.1 alpha-amylase [Hydrogenophilales bacterium 17-61-9],1,1
2572,MBD0367783.1 alpha-amylase [Flavisolibacter sp.],1,1
2573,HCQ65873.1 TPA: alpha-amylase [Rhodobacteraceae bacterium],1,1
2574,MBL9049595.1 alpha-amylase [Tabrizicola sp.],1,1
2575,WP_144255267.1 alpha amylase [Flavobacterium sp. LB1R34],1,1
2576,ODU11059.1 alpha-amylase [Thiobacillus sp. SCN 64-35],1,1
2577,WP_123642427.1 DUF3459 domain-containing protein [Histidinibacterium lentulum],1,1
2578,WP_179900595.1 alpha-amylase [Actinomyces bowdenii],1,1
2579,WP_138115671.1 alpha-amylase family protein [Maribacter sp. ACAM166],1,1
2580,TQN41993.1 amylosucrase [Blastococcus colisei],1,1
2581,WP_103062387.1 alpha-amylase family protein [Actinomyces qiguomingii],1,1
2582,MSW93776.1 alpha-amylase [Actinobacteria bacterium],1,1
2583,WP_088339844.1 alpha amylase [Robiginitalea sediminis],1,1
2584,MBD0295139.1 alpha-amylase [Flavisolibacter sp.],1,1
2585,MBL9061254.1 alpha-amylase [Tabrizicola sp.],1,1
2586,"HCD05222.1 TPA: alpha-amylase, partial [Methylophaga sp.]",1,1
2587,WP_079511359.1 alpha-amylase family protein [Maribacter arcticus],1,1
2588,MBD0279072.1 alpha-amylase [Flavisolibacter sp.],1,1
2589,MBC7479277.1 alpha-amylase family protein [Pseudorhodobacter sp.],1,1
2590,WP_061787838.1 alpha-amylase family protein [Pseudopropionibacterium propionicum],1,1
2591,WP_193644042.1 alpha-amylase family protein [Dermacoccus barathri],1,1
2592,OIP18391.1 alpha-amylase [Comamonadaceae bacterium CG2_30_59_20],1,1
2593,WP_048543708.1 alpha-amylase family protein [Tetrasphaera jenkinsii],1,1
2594,PLX89957.1 alpha-amylase [Desulfuromonas sp.],1,1
2595,WP_055658327.1 amylosucrase [Hungatella hathewayi],1,1
2596,WP_182560850.1 alpha-amylase [Friedmanniella endophytica],1,1
2597,WP_129456017.1 alpha-amylase family protein [Nocardioides ganghwensis],1,1
2598,WP_188032041.1 alpha-amylase [Terrabacter sp. MAHUQ-38],1,1
2599,MAK65765.1 alpha-amylase [Methylophaga sp.],1,1
2600,WP_090288519.1 alpha-amylase [Nitrosomonas mobilis],1,1
2601,WP_084412850.1 hypothetical protein [Arsenicicoccus bolidensis],1,1
2602,WP_101919514.1 DUF3459 domain-containing protein [Tabrizicola sp. TH137],1,1
2603,AUD63804.1 alpha-amylase [Tenericutes bacterium MO-XQ],1,1
2604,WP_159522402.1 alpha-amylase [Actinomyces marmotae],1,1
2605,WP_159624168.1 MULTISPECIES: alpha-amylase [Actinomyces],1,1
2606,WP_014845914.1 alpha-amylase family protein [Pseudopropionibacterium propionicum],1,1
2607,"OIQ05123.1 alpha-amylase, partial [Rhodobacteraceae bacterium CG2_30_10_405]",1,1
2608,MBL1457507.1 alpha-amylase [Methylophaga sp.],1,1
2609,"NKQ35975.1 alpha-amylase, partial [Chloroflexi bacterium]",1,1
2610,MBR07818.1 alpha-amylase [Rickettsiales bacterium],1,1
2611,WP_159813911.1 alpha-amylase [Actinomyces sp. zg328],1,1
2612,WP_135429281.1 DUF3459 domain-containing protein [Tabrizicola sp. DRYC-M-16],1,1
2613,WP_111558221.1 alpha-glucosidase C-terminal domain-containing protein [Paracoccus sediminilitoris],1,1
2614,WP_126376932.1 alpha-amylase family protein [Pseudopropionibacterium propionicum],1,1
2615,HAO23664.1 TPA: alpha-amylase [Methylophaga sp.],1,1
2616,TNF23294.1 alpha-amylase [Rhodobacteraceae bacterium],1,1
2617,WP_111767235.1 alpha-amylase family protein [Nakamurella deserti],1,1
2618,OHC44154.1 alpha-amylase [Rhodobacteraceae bacterium GWE1_64_9],1,1
2619,WP_161925155.1 MULTISPECIES: alpha-amylase [unclassified Actinomyces],1,1
2620,MAT03961.1 alpha-amylase [Acidimicrobiaceae bacterium],1,1
2621,WP_069295307.1 alpha-amylase [Methylophaga muralis],1,1
2622,WP_140011662.1 alpha-amylase [Nocardioides plantarum],1,1
2623,WP_073454499.1 alpha-amylase family protein [Actinomyces denticolens],1,1
2624,MXQ09344.1 alpha-amylase [Alphaproteobacteria bacterium GH1-50],1,1
2625,WP_181392138.1 alpha-amylase [Deinococcus irradiatisoli],1,1
2626,WP_161971788.1 alpha-amylase [Algoriphagus kandeliae],1,1
2627,WP_134774664.1 alpha-amylase family protein [Ornithinimicrobium flavum],1,1
2628,WP_055664168.1 DUF3459 domain-containing protein [Jannaschia seosinensis],1,1
2629,WP_085853092.1 alpha-amylase family protein [Palleronia marisminoris],1,1
2630,QQS02577.1 alpha-amylase family protein [Austwickia sp.],1,1
2631,WP_085877656.1 alpha-amylase family protein [Roseisalinus antarcticus],1,1
2632,WP_018986509.1 hypothetical protein [Methylophilus methylotrophus],1,1
2633,HBU15795.1 TPA: alpha-amylase [Gemmobacter sp.],1,1
2634,WP_142024662.1 alpha-amylase [Blastococcus colisei],1,1
2635,TFV94257.1 alpha-amylase [Algoriphagus kandeliae],1,1
2636,WP_126382788.1 alpha-amylase family protein [Actinomyces howellii],1,1
2637,"TAE60816.1 DUF3459 domain-containing protein, partial [Bacteroidetes bacterium]",1,1
2638,WP_014706766.1 alpha-amylase [Methylophaga nitratireducenticrescens],1,1
2639,WP_092533740.1 alpha-amylase family protein [Actinomyces ruminicola],1,1
2640,"OUC05667.1 amylosucrase, partial [Litorilinea aerophila]",1,1
2641,WP_029146691.1 alpha-amylase family protein [Methylophilus sp. 5],1,1
2642,WP_184511222.1 alpha-amylase family protein [Terracoccus luteus],1,1
2643,MAL50022.1 alpha-amylase [Methylophaga sp.],1,1
2644,MBL8561772.1 alpha-amylase family protein [Gemmobacter sp.],1,1
2645,QEH94342.1 alpha-amylase [Dermacoccus abyssi],1,1
2646,WP_166401868.1 DUF3459 domain-containing protein [Rhodobacter sp. M37P],1,1
2647,NBT30680.1 alpha-amylase [Rhodobacteraceae bacterium],1,1
2648,WP_194754143.1 alpha-amylase family protein [Methylophilus sp. QUAN],1,1
2649,MBD1203423.1 DUF3459 domain-containing protein [Rhodobacteraceae bacterium],1,1
2650,"CAA9275894.1 GH13_4 | GH13_16, partial [uncultured Chloroflexia bacterium]",1,1
2651,WP_051286987.1 alpha-glucosidase C-terminal domain-containing protein [Algoriphagus mannitolivorans],1,1
2652,PPD11440.1 alpha-amylase [Methylophilus sp.],1,1
2653,MAP27893.1 alpha-amylase [Methylophaga sp.],1,1
2654,WP_090480886.1 alpha-amylase family protein [Nakamurella panacisegetis],1,1
2655,WP_008526809.1 alpha-glucosidase C-terminal domain-containing protein [Halorhabdus tiamatea],1,1
2656,WP_127140224.1 alpha-glucosidase C-terminal domain-containing protein [Muricauda aquimarina],1,1
2657,WP_029935240.1 alpha-glucosidase C-terminal domain-containing protein [Thiomicrospira pelophila],1,1
2658,NQU64368.1 alpha-amylase [SAR324 cluster bacterium],1,1
2659,WP_073419236.1 alpha-amylase family protein [Geodermatophilus nigrescens],1,1
2660,WP_113926220.1 alpha-amylase [Aquiflexum aquatile],1,1
2661,WP_156073562.1 amylosucrase [Faecalibacterium prausnitzii],1,1
2662,WP_168622124.1 alpha-amylase [Roseibacterium sp. KMU-115],1,1
2663,KFC15749.1 alpha amylase [Cutibacterium acnes HL201PA1],1,1
2664,SDO17386.1 amylosucrase [Nakamurella panacisegetis],1,1
2665,WP_087104796.1 alpha-amylase [Brachybacterium nesterenkovii],1,1
2666,WP_080462265.1 alpha-amylase family protein [Actinomyces gaoshouyii],1,1
2667,WP_014454804.1 glycosidase [Spirochaeta africana],1,1
2668,WP_092607286.1 alpha-amylase family protein [Actinomyces ruminicola],1,1
2669,WP_084060329.1 alpha amylase [Cellulophaga tyrosinoxydans],1,1
2670,AWN23694.1 alpha-amylase [Deinococcus irradiatisoli],1,1
2671,WP_192623042.1 alpha-amylase [Desulfomicrobium macestii],1,1
2672,GGO95199.1 alpha-amlyase [Actinomyces gaoshouyii],1,1
2673,OIO57395.1 alpha-amlyase [Propionibacterium sp. CG1_02_60_36],1,1
2674,PKM63525.1 alpha-amylase [Firmicutes bacterium HGW-Firmicutes-20],1,1
2675,WP_116771385.1 alpha-amylase family protein [Maribacter litoralis],1,1
2676,OYY11768.1 hypothetical protein B7Y66_01575 [Sphingobacteriia bacterium 35-36-14],1,1
2677,WP_162142685.1 alpha-glucosidase C-terminal domain-containing protein [Algoriphagus marincola],1,1
2678,ODU13347.1 alpha-amylase [Thiobacillus sp. SCN 64-35],1,1
2679,WP_166608593.1 alpha-amylase [Kineococcus siccus],1,1
2680,WP_112114525.1 amylosucrase [Faecalibacterium prausnitzii],1,1
2681,CED90146.1 Amylosucrase [Actinomyces succiniciruminis],1,1
2682,HGG71768.1 TPA: alpha-amylase [Bacteroidia bacterium],1,1
2683,"MBC7156752.1 alpha-amylase, partial [Rhodobacteraceae bacterium]",1,1
2684,WP_149273323.1 alpha amylase [Pareuzebyella sediminis],1,1
2685,WP_002537044.1 alpha-amylase family protein [Cutibacterium acnes],1,1
2686,WP_096382009.1 alpha-amylase family protein [Aurantimicrobium minutum],1,1
2687,KPQ20099.1 amylosucrase AmsA [Algoriphagus marincola HL-49],1,1
2688,WP_006860455.1 amylosucrase [Marvinbryantia formatexigens],1,1
2689,HBU77771.1 TPA: alpha amylase [Muricauda sp.],1,1
2690,WP_121032145.1 alpha-amylase family protein [Terracoccus luteus],1,1
2691,WP_159302424.1 alpha amylase [Maribacter sp. 151],1,1
2692,WP_117527311.1 alpha-amylase family protein [Faecalibacterium prausnitzii],1,1
2693,"PIY28104.1 alpha-amylase, partial [Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_42]",1,1
2694,"HHX82898.1 TPA: alpha-amylase, partial [Pseudomonadaceae bacterium]",1,1
2695,WP_104432975.1 alpha-amylase family protein [Kineococcus xinjiangensis],1,1
2696,MBK8440613.1 alpha-amylase [Rhodobacter sp.],1,1
2697,HHS94788.1 TPA: alpha-amylase [Rhodobacterales bacterium],1,1
2698,MBK8866890.1 alpha-amylase [Actinomycetales bacterium],1,1
2699,MBK6998827.1 alpha-amylase [Rhodoferax sp.],1,1
2700,WP_198915874.1 alpha-amylase family protein [Maribius pontilimi],1,1
2701,WP_129474294.1 alpha-amylase family protein [Nocardioides glacieisoli],1,1
2702,WP_119476125.1 alpha-glucosidase C-terminal domain-containing protein [Algoriphagus lacus],1,1
2703,WP_128117437.1 alpha-amylase family protein [Faecalibacterium sp. OF04-11AC],1,1
2704,WP_142221502.1 alpha-amylase [Terrabacter sp. 3264],1,1
2705,PZA02695.1 alpha-amlyase [Cutibacterium acnes],1,1
2706,WP_188525731.1 alpha-amylase family protein [Maritimibacter lacisalsi],1,1
2707,WP_024281907.1 hypothetical protein [Algoriphagus marincola],1,1
2708,WP_087247571.1 MULTISPECIES: amylosucrase [unclassified Faecalibacterium],1,1
2709,WP_166581282.1 alpha-amylase [Rubellimicrobium sp. CFH 75288],1,1
2710,MBK8469429.1 alpha-amylase family protein [Actinomycetales bacterium],1,1
2711,WP_117622166.1 amylosucrase [Hungatella hathewayi],1,1
2712,WP_108969270.1 MULTISPECIES: alpha-amylase family protein [unclassified Actinomyces],1,1
2713,NBI82884.1 DUF3459 domain-containing protein [Clostridiaceae bacterium],1,1
2714,WP_135510393.1 DUF3459 domain-containing protein [Tabrizicola sp. WMC-M-20],1,1
2715,WP_032386287.1 alpha-amylase family protein [Rhodococcus fascians],1,1
2716,PKM70095.1 alpha-amylase [Firmicutes bacterium HGW-Firmicutes-19],1,1
2717,MAO16832.1 alpha amylase [Muricauda sp.],1,1
2718,WP_099572143.1 alpha-amylase family protein [Maribacter sp. 4U21],1,1
2719,NBH78041.1 DUF3459 domain-containing protein [Clostridiaceae bacterium],1,1
2720,WP_115383560.1 alpha-amylase [Jannaschia formosa],1,1
2721,WP_155560914.1 amylosucrase [Hungatella hathewayi],1,1
2722,WP_073333326.1 alpha-amylase family protein [Actinomyces glycerinitolerans],1,1
2723,WP_182782285.1 DUF3459 domain-containing protein [Tessaracoccus sp. MC1627],1,1
2724,MBE2277934.1 alpha-amylase [Rhodobacteraceae bacterium],1,1
2725,MBE6474554.1 alpha-amylase [Actinomyces succiniciruminis],1,1
2726,WP_191539890.1 amylosucrase [Candidatus Heritagella caecorum],1,1
2727,WP_185797776.1 DUF3459 domain-containing protein [Gemmobacter straminiformis],1,1
2728,WP_110323469.1 amylosucrase [Hungatella effluvii],1,1
2729,MBL7760042.1 alpha-glucosidase C-terminal domain-containing protein [Sediminibacterium sp.],1,1
2730,WP_187023452.1 amylosucrase [Hungatella sp. L12],1,1
2731,WP_032390344.1 alpha-amylase family protein [Rhodococcus fascians],1,1
2732,WP_149737799.1 alpha-amylase [Rhizobium sp. RU20A],1,1
2733,WP_111818854.1 alpha-amylase family protein [Actinomyces sp. Z5],1,1
2734,WP_158398217.1 amylosucrase [Faecalibacterium prausnitzii],1,1
2735,NJS38497.1 alpha-amylase [Rhodobacteraceae bacterium],1,1
2736,WP_067941310.1 alpha-amylase family protein [Actinomyces radicidentis],1,1
2737,SIQ28016.1 amylosucrase [Rhizobium sp. RU20A],1,1
2738,WP_182816217.1 MULTISPECIES: alpha-amylase family protein [unclassified Propioniciclava],1,1
2739,NBV09932.1 alpha-amylase [Chitinophagia bacterium],1,1
2740,WP_094682157.1 MULTISPECIES: alpha-amylase family protein [unclassified Rhodococcus],1,1
2741,WP_164710460.1 alpha-amylase [Euzebya sp. DY32-46],1,1
2742,WP_126593144.1 alpha-amylase family protein [Maribacter sp. MJ134],1,1
2743,WP_102343025.1 alpha-glucosidase C-terminal domain-containing protein [Galactobacillus timonensis],1,1
2744,WP_028461969.1 alpha-glucosidase C-terminal domain-containing protein [Nitrosomonas cryotolerans],1,1
2745,AXV07251.1 Sucrose phosphorylase [Euzebya sp. DY32-46],1,1
2746,WP_015746983.1 alpha-amylase family protein [Nakamurella multipartita],1,1
2747,WP_114348011.1 alpha-glucosidase C-terminal domain-containing protein [Paracoccus lutimaris],1,1
2748,NLE18315.1 alpha-amylase [Propioniciclava sp.],1,1
2749,WP_118042911.1 amylosucrase [Hungatella hathewayi],1,1
2750,NQV11244.1 alpha-amylase [Cyanobacteria bacterium],1,1
2751,WP_006772537.1 amylosucrase [Hungatella hathewayi],1,1
2752,WP_113992990.1 alpha-amylase family protein [Faecalibacterium prausnitzii],1,1
2753,WP_197704575.1 alpha-amylase family protein [Jatrophihabitans sp. GAS493],1,1
2754,MBK9256035.1 alpha-amylase [Saprospiraceae bacterium],1,1
2755,MBE2208511.1 alpha-glucosidase C-terminal domain-containing protein [Saprospiraceae bacterium],1,1
2756,SOD71394.1 amylosucrase [Jatrophihabitans sp. GAS493],1,1
2757,WP_154255947.1 MULTISPECIES: amylosucrase [unclassified Faecalibacterium],1,1
2758,WP_092190335.1 alpha-amylase [Desulfomicrobium norvegicum],1,1
2759,WP_094644023.1 MULTISPECIES: alpha-amylase family protein [unclassified Rhodococcus],1,1
2760,WP_027860318.1 alpha-amylase family protein [Marmoricola sp. URHB0036],1,1
2761,MTD13346.1 alpha-amylase [Nakamurella sp. YIM 132087],1,1
2762,WP_013492632.1 alpha-amylase family protein [Intrasporangium calvum],1,1
2763,WP_055650833.1 MULTISPECIES: amylosucrase [Clostridiaceae],1,1
2764,RZL78318.1 alpha-amylase [Rhodococcus sp.],1,1
2765,WP_127657396.1 MULTISPECIES: alpha-amylase [unclassified Ponticoccus (in: Proteobacteria)],1,1
2766,WP_114609851.1 alpha-amylase family protein [Intrasporangium calvum],1,1
2767,WP_204144606.1 alpha-amylase family protein [Janibacter sp. YIM B02568],1,1
2768,WP_154767930.1 alpha-amylase [Nakamurella sp. YIM 132087],1,1
2769,WP_091115639.1 alpha-amylase family protein [Nocardioides psychrotolerans],1,1
2770,WP_068381675.1 alpha-amylase family protein [Rhodococcus sp. EPR-157],1,1
2771,WP_127843056.1 MULTISPECIES: alpha-amylase family protein [unclassified Actinomyces],1,1
2772,WP_158405287.1 amylosucrase [Faecalibacterium prausnitzii],1,1
2773,WP_064659212.1 alpha-amylase family protein [Cutibacterium acnes],1,1
2774,WP_094718150.1 MULTISPECIES: alpha-amylase family protein [Rhodococcus],1,1
2775,WP_184495653.1 alpha-amylase [Algoriphagus iocasae],1,1
2776,WP_187177040.1 alpha-amylase [Algoriphagus sp. AK58],1,1
2777,SCX12401.1 amylosucrase [Ruminococcaceae bacterium P7],1,1
2778,WP_097773828.1 alpha-amylase family protein [Faecalibacterium prausnitzii],1,1
2779,WP_124843077.1 DUF3459 domain-containing protein [Pseudopropionibacterium propionicum],1,1
2780,WP_131167700.1 alpha-amylase family protein [Brevilactibacter sinopodophylli],1,1
2781,HCT62719.1 TPA: alpha-amylase [Erysipelotrichaceae bacterium],1,1
2782,WP_117477035.1 alpha-amylase family protein [Faecalibacterium prausnitzii],1,1
2783,WP_015582922.1 alpha-amylase family protein [Cutibacterium avidum],1,1
2784,MBI1416002.1 DUF3459 domain-containing protein [Limimaricola sp.],1,1
2785,"HES76000.1 TPA: alpha-amylase, partial [bacterium]",1,1
2786,MBI3137667.1 alpha-amylase [Sphingobacteriales bacterium],1,1
2787,WP_172191878.1 alpha-amylase [Actinomyces sp. ZJ34],1,1
2788,WP_157965477.1 alpha-amylase [Euzebya rosea],1,1
2789,WP_015011493.1 alpha-amylase family protein [Cutibacterium acnes],1,1
2790,WP_166669373.1 alpha-glucosidase C-terminal domain-containing protein [Algoriphagus sp. ARW1R1],1,1
2791,SHJ06017.1 amylosucrase [Maribius salinus],1,1
2792,WP_109323470.1 alpha-amylase [Aquirufa nivalisilvae],1,1
2793,RKJ76787.1 DUF3459 domain-containing protein [Butyricicoccus sp. 1XD8-22],1,1
2794,WP_194784962.1 alpha-amylase family protein [Actinomyces haliotis],1,1
2795,WP_133555248.1 alpha-glucosidase C-terminal domain-containing protein [Algoriphagus boseongensis],1,1
2796,WP_117506014.1 alpha-amylase family protein [Faecalibacterium prausnitzii],1,1
2797,WP_142205284.1 alpha-amylase [Terrabacter sp. SLBN-196],1,1
2798,WP_084140603.1 alpha-amylase family protein [Maribius salinus],1,1
2799,PKN42892.1 alpha-amylase [Deltaproteobacteria bacterium HGW-Deltaproteobacteria-18],1,1
2800,NYI11736.1 amylosucrase [Nocardioides marinus],1,1
2801,WP_117929615.1 alpha-amylase family protein [Faecalibacterium prausnitzii],1,1
2802,WP_083454632.1 alpha-amylase family protein [Tetrasphaera japonica],1,1
2803,WP_166858120.1 MULTISPECIES: alpha-amylase [unclassified Actinomyces],1,1
2804,HGG29970.1 TPA: alpha-amylase [Chitinophagaceae bacterium],1,1
2805,WP_071800357.1 MULTISPECIES: alpha-amylase family protein [unclassified Synechococcus],1,1
2806,WP_002534463.1 alpha-amylase family protein [Cutibacterium acnes],1,1
2807,WP_078785578.1 amylosucrase [Gemmiger formicilis],1,1
2808,WP_179533276.1 alpha-amylase [Nocardioides marinus],1,1
2809,NBK14866.1 amylosucrase [bacterium D16-29],1,1
2810,WP_149794506.1 amylosucrase [Faecalibacterium sp. Marseille-P9312],1,1
2811,WP_094715017.1 MULTISPECIES: alpha-amylase family protein [unclassified Rhodococcus],1,1
2812,WP_032375441.1 alpha-amylase family protein [Rhodococcus fascians],1,1
2813,WP_071348675.1 alpha-amylase family protein [Cutibacterium avidum],1,1
2814,WP_154252445.1 amylosucrase [Faecalibacterium prausnitzii],1,1
2815,WP_159900086.1 alpha-amylase [Ornithinibacter aureus],1,1
2816,WP_130312620.1 alpha-amylase family protein [Duganella sp. BK054],0,0
2817,WP_117476333.1 alpha-amylase family protein [Faecalibacterium prausnitzii],1,1
2818,SCH69451.1 Amylosucrase [uncultured Faecalibacterium sp.],1,1
2819,CCZ57843.1 amylosucrase [Clostridium hathewayi CAG:224],1,1
2820,WP_111394603.1 alpha-amylase [Algoriphagus aquaeductus],1,1
2821,WP_142185447.1 alpha-amylase [Terrabacter lapilli],1,1
2822,WP_201011188.1 alpha-amylase family protein [Rhodococcus sp. NKCM2511],1,1
2823,MBI2731246.1 alpha-amylase [Sphingobacteriales bacterium],1,1
2824,WP_125171683.1 alpha-amylase [Tessaracoccus sp. OH4464_COT-324],1,1
2825,WP_117633208.1 amylosucrase [Hungatella hathewayi],1,1
2826,WP_098469216.1 alpha-amylase family protein [Serinibacter salmoneus],1,1
2827,WP_094612392.1 MULTISPECIES: alpha-amylase family protein [unclassified Rhodococcus],1,1
